,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,open_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2022-07-26 20:45:40.000,2022-07-26 20:45:18,5794.0,24.0,1210.0,233.0,569.0,1333.0,8555.0,,,33.0,180.0,42,True,psutil,conda-forge/psutil,,212.0,186591.0,186591.0,https://pypi.org/project/psutil,54532443.0,54712383.0,https://anaconda.org/conda-forge/psutil,2022-05-20 23:41:36.748,13495528.0,1.0,,,,,,,,,,,,,,,,
11,sphinx,sphinx-doc/sphinx,documentation,Main repository for the Sphinx documentation builder.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2022-07-28 10:03:11.000,2022-07-28 00:23:45,19532.0,411.0,1623.0,138.0,4606.0,5126.0,4802.0,2022-07-26 21:26:02,5.1.1,84.0,743.0,42,False,sphinx,conda-forge/sphinx,['sphinx'],960.0,212602.0,212602.0,https://pypi.org/project/sphinx,7499649.0,7579518.0,https://anaconda.org/conda-forge/sphinx,2022-07-26 21:54:46.860,5670714.0,1.0,,,,,,,,,,,,,,,,
12,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-07-24 03:10:49.000,2022-04-04 01:25:49,1924.0,,1104.0,203.0,477.0,554.0,22542.0,2022-04-04 17:56:45,4.64.0,102.0,112.0,41,True,tqdm,conda-forge/tqdm,,283.0,308416.0,308416.0,https://pypi.org/project/tqdm,40258326.0,40435407.0,https://anaconda.org/conda-forge/tqdm,2022-04-04 05:55:15.707,12914019.0,1.0,9415.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-07-23 01:56:45.212099,2.0,4034.0,,,,,,,,,,
13,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,,2012-12-07 13:30:23.000,2022-07-28 12:49:57.000,2022-07-28 12:49:57,10395.0,182.0,2172.0,218.0,5277.0,5794.0,13521.0,,,39.0,590.0,41,False,mypy,conda-forge/mypy,,2128.0,83695.0,83695.0,https://pypi.org/project/mypy,14109689.0,14145653.0,https://anaconda.org/conda-forge/mypy,2022-06-07 00:24:49.112,2013996.0,1.0,,,,,,,,,,,,,,,,
14,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-07-22 10:01:38.000,2022-07-21 18:06:39,13608.0,140.0,1953.0,474.0,573.0,3652.0,7147.0,2022-05-16 07:55:33,5.0.1,60.0,167.0,41,True,robotframework,conda-forge/robotframework,,193.0,5665.0,5665.0,https://pypi.org/project/robotframework,1231648.0,1233256.0,https://anaconda.org/conda-forge/robotframework,2022-05-17 12:50:09.371,86587.0,1.0,539.0,,,,,,,,,,,,,,,
15,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-07-25 21:14:47.000,2022-07-19 07:23:14,1653.0,8.0,1975.0,229.0,1022.0,1576.0,14605.0,2022-07-19 07:28:26,1.3.1,23.0,219.0,40,True,mkdocs,conda-forge/mkdocs,['mkdocs'],121.0,23453.0,23453.0,https://pypi.org/project/mkdocs,958152.0,960684.0,https://anaconda.org/conda-forge/mkdocs,2022-03-31 16:37:37.228,189969.0,1.0,,,,,,,,,,,,,,,,
16,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-07-27 09:56:11.000,2022-07-20 15:51:29,4418.0,187.0,2292.0,99.0,1955.0,1466.0,10479.0,2022-07-20 15:39:25,8.4.0rc1,119.0,159.0,39,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],10.0,15334.0,15334.0,https://pypi.org/project/mkdocs-material,1100723.0,1104078.0,https://anaconda.org/conda-forge/mkdocs-material,2022-07-04 17:42:43.758,127511.0,1.0,,,,,,,,,,,,,,,,
17,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-07-25 23:57:06.000,2022-07-25 23:57:05,2255.0,40.0,549.0,76.0,921.0,1502.0,8536.0,2022-07-11 00:58:54,2.20.0,85.0,140.0,39,True,pre-commit,conda-forge/pre-commit,,15.0,55618.0,55618.0,https://pypi.org/project/pre-commit,5992067.0,6038130.0,https://anaconda.org/conda-forge/pre-commit,2022-07-11 12:30:44.086,1556419.0,1.0,92461.0,,,,,,,,,,,,,,,
18,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-07-26 07:33:13.000,2022-07-26 07:33:13,2098.0,23.0,407.0,41.0,1032.0,1295.0,2900.0,2022-06-29 23:25:56,3.25.1,57.0,261.0,39,True,tox,conda-forge/tox,['pytest'],61.0,60858.0,60858.0,https://pypi.org/project/tox,4970495.0,4979007.0,https://anaconda.org/conda-forge/tox,2022-06-30 13:54:22.394,493705.0,1.0,,,,,,,,,,,,,,,,
19,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,,2013-03-10 13:51:19.000,2022-07-28 07:43:23.000,2022-07-27 06:53:28,12355.0,414.0,501.0,67.0,2131.0,1248.0,6113.0,2022-07-25 09:32:35,hypothesis-python-6.53.0,613.0,293.0,38,False,hypothesis,conda-forge/hypothesis,,40.0,13465.0,13465.0,https://pypi.org/project/hypothesis,3275839.0,3358988.0,https://anaconda.org/conda-forge/hypothesis,2022-07-26 16:03:59.356,5986790.0,1.0,,,,,,,,,,,,,,,,
20,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-07-03 04:43:41.000,2022-05-20 06:58:02,3909.0,22.0,455.0,39.0,849.0,1017.0,5032.0,2021-11-09 05:43:22,5.10.1,98.0,262.0,38,True,isort,conda-forge/isort,,88.0,258206.0,258206.0,https://pypi.org/project/isort,20348025.0,20395096.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3389138.0,2.0,,,,,,,,,,,,,,,,
21,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-07-28 11:29:31.000,2022-07-28 11:28:27,1450.0,55.0,285.0,57.0,841.0,538.0,1288.0,2022-07-28 11:28:13,1.9.0,100.0,135.0,38,True,sentry-sdk,conda-forge/sentry-sdk,,135.0,22748.0,22748.0,https://pypi.org/project/sentry-sdk,16810168.0,16814923.0,https://anaconda.org/conda-forge/sentry-sdk,2022-07-21 16:03:29.625,204592.0,1.0,4368.0,,,,,,,,,,,,,,,
22,poetry,python-poetry/poetry,dependency-managers,Python dependency management and packaging made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-07-28 13:15:15.000,2022-07-25 22:34:14,2424.0,293.0,1654.0,174.0,1803.0,3086.0,20707.0,2022-07-08 14:34:30,1.1.14,100.0,374.0,37,True,poetry,conda-forge/poetry,,917.0,,,https://pypi.org/project/poetry,7498541.0,7763947.0,https://anaconda.org/conda-forge/poetry,2022-07-13 15:37:10.192,529187.0,1.0,13175800.0,,,,,,,,,,,,,,,
23,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-07-24 08:34:37.000,2022-07-24 08:33:26,650.0,52.0,531.0,119.0,69.0,559.0,12377.0,2022-01-29 13:50:01,0.6.0,18.0,38.0,37,True,loguru,conda-forge/loguru,,57.0,21954.0,21954.0,https://pypi.org/project/loguru,3437558.0,3451608.0,https://anaconda.org/conda-forge/loguru,2022-04-08 18:48:43.959,576074.0,2.0,,,,,,,,,,,,,,,,
24,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-07-28 06:04:44.000,2022-07-28 05:55:04,5238.0,319.0,469.0,77.0,413.0,3027.0,8233.0,2022-07-27 00:59:27,1.1.264,100.0,78.0,37,True,,,,4.0,321.0,321.0,,,455425.0,,,,1.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,455425.0,2.0,,,,,,
25,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2022-07-28 08:31:01.000,2022-07-28 08:30:55,4357.0,86.0,1295.0,494.0,539.0,1281.0,20880.0,2022-04-16 07:01:10,3.2.5,28.0,159.0,36,False,glances,conda-forge/glances,,228.0,477.0,477.0,https://pypi.org/project/glances,148873.0,151022.0,https://anaconda.org/conda-forge/glances,2022-05-26 17:35:10.923,162642.0,1.0,787.0,,,,,,,,,,,,,,,
26,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2022-07-15 07:36:27.000,2022-07-15 07:36:27,8268.0,3.0,445.0,113.0,557.0,1261.0,5198.0,,,20.0,150.0,36,False,jedi,conda-forge/jedi,,42.0,212866.0,212866.0,https://pypi.org/project/jedi,14541604.0,14691300.0,https://anaconda.org/conda-forge/jedi,2022-04-04 10:29:34.532,10329084.0,1.0,,,,,,,,,,,,,,,,
27,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-07-17 19:20:15.000,2022-07-14 18:40:17,1285.0,31.0,444.0,58.0,338.0,432.0,4333.0,2022-03-04 07:36:57,1.7.4,11.0,158.0,36,True,bandit,conda-forge/bandit,,136.0,16085.0,16085.0,https://pypi.org/project/bandit,2578350.0,2582426.0,https://anaconda.org/conda-forge/bandit,2022-04-16 19:08:19.798,154604.0,1.0,387.0,,,,,,,,,,,,,,,
28,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,,2014-09-13 17:06:24.000,2022-07-27 20:33:28.000,2022-07-27 20:33:28,2240.0,26.0,214.0,30.0,230.0,1366.0,2177.0,,,26.0,163.0,36,False,flake8,conda-forge/flake8,,24.0,274987.0,274987.0,https://pypi.org/project/flake8,15758266.0,15819707.0,https://anaconda.org/conda-forge/flake8,2022-03-08 23:13:25.220,4485209.0,1.0,,,,,,,,,,,,,,,,
29,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-07-14 22:18:06.000,2022-03-01 23:11:32,1205.0,,832.0,216.0,259.0,397.0,12693.0,,,24.0,136.0,35,True,yapf,conda-forge/yapf,,350.0,34611.0,34611.0,https://pypi.org/project/yapf,1879251.0,1894074.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1082151.0,2.0,,,,,,,,,,,,,,,,
30,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-07-27 09:31:54.000,2022-07-24 11:40:12,22878.0,168.0,1440.0,203.0,5116.0,769.0,4866.0,2022-03-06 14:14:09,3.5.0,54.0,817.0,35,True,buildbot,conda-forge/buildbot,,645.0,289.0,289.0,https://pypi.org/project/buildbot,50567.0,52764.0,https://anaconda.org/conda-forge/buildbot,2022-03-07 17:00:43.605,59079.0,1.0,27590.0,,,,,,,,,,,,,,,
31,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2022-07-25 23:50:22.000,2022-07-25 23:50:19,1301.0,18.0,607.0,122.0,420.0,567.0,4643.0,2017-10-25 15:35:12,1.7.1,8.0,131.0,35,True,pycodestyle,conda-forge/pycodestyle,,92.0,235476.0,235476.0,https://pypi.org/project/pycodestyle,23147950.0,23211529.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620,4641267.0,1.0,,,,,,,,,,,,,,,,
32,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-07-27 10:40:18.000,2022-07-27 10:40:16,2091.0,43.0,334.0,26.0,1447.0,927.0,1957.0,2022-03-11 19:01:02,0.16.1,53.0,171.0,35,True,wemake-python-styleguide,,,90.0,3093.0,3093.0,https://pypi.org/project/wemake-python-styleguide,154117.0,154117.0,,,,1.0,,,,,,,,,,,,,,,,
33,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-07-13 13:26:51.000,2022-07-13 13:26:51,231.0,13.0,178.0,24.0,66.0,48.0,1318.0,2022-07-11 14:01:05,2.0.4,7.0,54.0,35,True,python-json-logger,conda-forge/python-json-logger,,32.0,27181.0,27181.0,https://pypi.org/project/python-json-logger,6230232.0,6251550.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1343041.0,2.0,,,,,,,,,,2.0,,,,,,
34,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-07-27 16:17:56.000,2022-07-27 16:17:56,897.0,27.0,173.0,33.0,217.0,215.0,1286.0,,,18.0,78.0,35,True,pytest-cov,conda-forge/pytest-cov,['pytest'],115.0,137473.0,137473.0,https://pypi.org/project/pytest-cov,14075218.0,14151535.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,5800160.0,1.0,,,,,,,,,,,,,,,,
35,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-07-19 03:31:47.000,2022-07-19 03:31:47,535.0,14.0,153.0,26.0,270.0,406.0,1153.0,,,12.0,84.0,35,True,pyflakes,conda-forge/pyflakes,,43.0,143768.0,143768.0,https://pypi.org/project/pyflakes,16457333.0,16518370.0,https://anaconda.org/conda-forge/pyflakes,2021-10-07 19:30:05.408,4455753.0,1.0,,,,,,,,,,,,,,,,
36,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-07-28 13:06:41.000,2022-07-28 00:45:03,8439.0,88.0,1684.0,233.0,1995.0,4318.0,9371.0,2022-07-08 23:43:57,5.2,39.0,434.0,34,True,pyinstaller,conda-forge/pyinstaller,,265.0,,,https://pypi.org/project/pyinstaller,806768.0,818276.0,https://anaconda.org/conda-forge/pyinstaller,2022-05-21 21:16:21.534,333003.0,1.0,729608.0,,,,,,,,,,,,,,,
37,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-07-27 10:02:47.000,2022-07-26 08:56:46,9641.0,513.0,401.0,122.0,250.0,1226.0,7185.0,,,118.0,120.0,34,True,nuitka,conda-forge/nuitka,,205.0,609.0,609.0,https://pypi.org/project/nuitka,70116.0,74982.0,https://anaconda.org/conda-forge/nuitka,2022-07-19 06:12:22.694,364965.0,1.0,,,,,,,,,,,,,,,,
38,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-04-20 13:28:05.000,2022-04-05 11:58:31,2743.0,,263.0,67.0,197.0,342.0,4103.0,2021-10-24 07:01:21,1.6.0,19.0,53.0,34,True,autopep8,conda-forge/autopep8,,95.0,127064.0,127064.0,https://pypi.org/project/autopep8,3242571.0,3253041.0,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178,764361.0,3.0,,,,,,,,,,,,,,,,
39,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-07-25 23:16:36.000,2022-07-25 23:16:35,504.0,27.0,108.0,33.0,187.0,108.0,1414.0,2022-07-05 12:51:54,3.8.2,35.0,59.0,34,True,pytest-mock,conda-forge/pytest-mock,['pytest'],13.0,28747.0,28747.0,https://pypi.org/project/pytest-mock,7088194.0,7110401.0,https://anaconda.org/conda-forge/pytest-mock,2022-07-05 19:10:32.213,1598952.0,2.0,,,,,,,,,,,,,,,,
40,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-06-09 13:25:42.238,2022-06-01 10:49:13,1043.0,5.0,256.0,30.0,488.0,380.0,1301.0,2022-06-01 11:37:12,4.0.1,24.0,107.0,34,True,twine,conda-forge/twine,,39.0,67690.0,67690.0,https://pypi.org/project/twine,3194952.0,3202205.0,https://anaconda.org/conda-forge/twine,2022-06-09 13:25:42.238,515030.0,2.0,,,,,,,,,,,,,,,,
41,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2022-07-21 23:10:02.000,2022-07-17 22:35:11,564.0,20.0,180.0,28.0,325.0,194.0,412.0,2021-11-18 00:41:06,21.3,15.0,78.0,34,False,packaging,conda-forge/packaging,,59.0,412054.0,412054.0,https://pypi.org/project/packaging,115862151.0,116104996.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,17726838.0,1.0,436.0,,,,,,,,,,,,,,,
42,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,,2012-10-15 22:08:03.000,2022-07-28 14:02:45.000,2022-07-26 21:11:38,15982.0,79.0,1153.0,195.0,3136.0,7528.0,4791.0,2022-05-19 16:57:03,4.13.0,100.0,389.0,33,False,conda,conda-forge/conda,,973.0,,,https://pypi.org/project/conda,158888.0,574247.0,https://anaconda.org/conda-forge/conda,2022-05-31 19:06:17.033,29490539.0,2.0,,,,,,,,,,,,,,,,
43,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-07-28 10:29:25.091,2022-07-27 21:54:49,577.0,45.0,883.0,159.0,1142.0,1158.0,4216.0,2022-07-27 21:06:41,20.16.2,43.0,79.0,33,True,virtualenv,conda-forge/virtualenv,,73.0,,,https://pypi.org/project/virtualenv,29504325.0,29539667.0,https://anaconda.org/conda-forge/virtualenv,2022-07-28 10:29:25.091,2261899.0,2.0,,,,,,,,,,,,,,,,
44,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-07-28 08:09:10.000,2022-07-26 07:28:03,7662.0,677.0,852.0,71.0,2903.0,3734.0,4103.0,2022-07-17 19:45:29,2.14.5,50.0,467.0,33,True,pylint,conda-forge/pylint,,596.0,,,https://pypi.org/project/pylint,11948781.0,11991096.0,https://anaconda.org/conda-forge/pylint,2022-07-18 15:21:37.621,3004421.0,2.0,,,,,,,,,,,,,,,,
45,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-07-22 12:50:17.000,2022-06-07 20:06:03,3558.0,4.0,311.0,95.0,215.0,375.0,3648.0,,,18.0,57.0,33,True,invoke,conda-forge/invoke,,274.0,12647.0,12647.0,https://pypi.org/project/invoke,3267490.0,3276648.0,https://anaconda.org/conda-forge/invoke,2022-05-11 20:17:05.673,686877.0,2.0,,,,,,,,,,,,,,,,
