,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,open_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2022-06-04 23:17:54.000,2022-06-04 23:11:41,5781.0,20.0,1207.0,233.0,566.0,1331.0,8479.0,,,33.0,178.0,42,True,psutil,conda-forge/psutil,,206.0,176045.0,176045.0,https://pypi.org/project/psutil,56211102.0,56381741.0,https://anaconda.org/conda-forge/psutil,2022-05-20 23:41:36.748,12627317.0,1.0,,,,,,,,,,,,,,,,
11,sphinx,sphinx-doc/sphinx,documentation,Main repository for the Sphinx documentation builder.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2022-06-23 13:48:29.000,2022-06-20 08:37:44,19399.0,423.0,1599.0,138.0,4549.0,5094.0,4673.0,2022-06-16 18:11:01,5.0.0,82.0,736.0,42,False,sphinx,conda-forge/sphinx,['sphinx'],924.0,207056.0,207056.0,https://pypi.org/project/sphinx,9659975.0,9737750.0,https://anaconda.org/conda-forge/sphinx,2022-06-17 07:52:19.904,5444270.0,1.0,,,,,,,,,,,,,,,,
12,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-06-23 13:21:41.000,2022-04-04 01:25:49,1924.0,13.0,1093.0,203.0,473.0,553.0,22265.0,2022-04-04 17:56:45,4.64.0,102.0,112.0,41,True,tqdm,conda-forge/tqdm,,278.0,297231.0,297231.0,https://pypi.org/project/tqdm,41556454.0,41726987.0,https://anaconda.org/conda-forge/tqdm,2022-04-04 05:55:15.707,12265853.0,1.0,9082.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-06-18 01:52:47.163030,2.0,4031.0,,,,,,,,,
13,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-06-08 16:02:26.000,2022-05-17 22:22:08,1647.0,16.0,1949.0,229.0,1017.0,1563.0,14389.0,2022-03-26 19:55:09,1.3.0,23.0,217.0,41,True,mkdocs,conda-forge/mkdocs,['mkdocs'],119.0,22421.0,22421.0,https://pypi.org/project/mkdocs,901571.0,904038.0,https://anaconda.org/conda-forge/mkdocs,2022-03-31 16:37:37.228,182616.0,1.0,,,,,,,,,,,,,,,,
14,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,,2012-12-07 13:30:23.000,2022-06-23 14:00:18.000,2022-06-23 02:40:53,10305.0,157.0,2136.0,215.0,5164.0,5707.0,13283.0,,,39.0,571.0,41,False,mypy,conda-forge/mypy,,2071.0,78492.0,78492.0,https://pypi.org/project/mypy,15097456.0,15132188.0,https://anaconda.org/conda-forge/mypy,2022-06-07 00:24:49.112,1910293.0,1.0,,,,,,,,,,,,,,,,
15,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-06-22 15:18:07.000,2022-06-22 15:16:54,4350.0,214.0,2233.0,97.0,1915.0,1420.0,10088.0,2022-06-22 05:55:39,8.3.7,117.0,156.0,41,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],10.0,14442.0,14442.0,https://pypi.org/project/mkdocs-material,988292.0,991167.0,https://anaconda.org/conda-forge/mkdocs-material,2022-06-22 14:13:49.083,106409.0,1.0,,,,,,,,,,,,,,,,
16,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-06-22 17:06:30.000,2022-06-22 17:05:52,13527.0,81.0,1942.0,473.0,562.0,3626.0,7055.0,2022-05-16 07:55:33,5.0.1,58.0,162.0,41,True,robotframework,conda-forge/robotframework,,193.0,5493.0,5493.0,https://pypi.org/project/robotframework,1145578.0,1147123.0,https://anaconda.org/conda-forge/robotframework,2022-05-17 12:50:09.371,81668.0,1.0,539.0,,,,,,,,,,,,,,,
17,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-06-23 03:24:28.000,2022-06-23 03:24:27,2238.0,60.0,544.0,77.0,911.0,1469.0,8323.0,2022-05-05 13:57:04,2.19.0,84.0,139.0,40,True,pre-commit,conda-forge/pre-commit,,16.0,52563.0,52563.0,https://pypi.org/project/pre-commit,5619054.0,5662109.0,https://anaconda.org/conda-forge/pre-commit,2022-05-05 15:59:45.040,1419689.0,1.0,74146.0,,,,,,,,,,,,,,,
18,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-06-22 21:37:15.000,2022-06-22 21:37:02,639.0,49.0,521.0,117.0,65.0,552.0,12038.0,2022-01-29 13:50:01,0.6.0,18.0,36.0,38,True,loguru,conda-forge/loguru,,52.0,19386.0,19386.0,https://pypi.org/project/loguru,5127308.0,5140411.0,https://anaconda.org/conda-forge/loguru,2022-04-08 18:48:43.959,524155.0,1.0,,1.0,,,,,,,,,,,,,,
19,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-06-18 19:52:09.000,2022-05-20 06:58:02,3909.0,24.0,452.0,39.0,848.0,1015.0,4950.0,2021-11-09 05:43:22,5.10.1,98.0,262.0,38,True,isort,conda-forge/isort,,77.0,250288.0,250288.0,https://pypi.org/project/isort,22730009.0,22775641.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3239927.0,2.0,,,,,,,,,,,,,,,,
20,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-06-14 07:11:04.000,2022-06-14 07:11:03,2079.0,10.0,405.0,41.0,1016.0,1290.0,2835.0,2022-03-03 22:35:29,4.0.0b1,56.0,259.0,38,True,tox,conda-forge/tox,['pytest'],58.0,59646.0,59646.0,https://pypi.org/project/tox,5119466.0,5127727.0,https://anaconda.org/conda-forge/tox,2022-04-11 14:06:18.755,470914.0,1.0,,,,,,,,,,,,,,,,
21,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-06-22 13:51:23.186,2022-06-22 08:27:38,1421.0,44.0,282.0,49.0,813.0,525.0,1258.0,2022-06-22 08:27:23,1.6.0,100.0,132.0,38,True,sentry-sdk,conda-forge/sentry-sdk,,131.0,21817.0,21817.0,https://pypi.org/project/sentry-sdk,17213705.0,17218044.0,https://anaconda.org/conda-forge/sentry-sdk,2022-06-22 13:51:23.186,181818.0,1.0,4696.0,,,,,,,,,,,,,,,
22,poetry,python-poetry/poetry,dependency-managers,Python dependency management and packaging made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-06-23 04:42:04.000,2022-06-21 19:04:52,2386.0,308.0,1621.0,174.0,1753.0,2957.0,20254.0,2022-02-10 21:33:54,1.1.13,100.0,371.0,37,True,poetry,conda-forge/poetry,,920.0,,,https://pypi.org/project/poetry,6961667.0,7219103.0,https://anaconda.org/conda-forge/poetry,2022-04-23 22:29:58.092,473682.0,1.0,12567501.0,,,,,,,,,,,,,,,
23,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,,2013-03-10 13:51:19.000,2022-06-23 09:04:12.381,2022-06-23 06:45:15,12234.0,454.0,489.0,67.0,2103.0,1227.0,5977.0,2022-06-23 06:45:43,hypothesis-python-6.47.4,598.0,283.0,37,False,hypothesis,conda-forge/hypothesis,,46.0,13067.0,13067.0,https://pypi.org/project/hypothesis,2827176.0,2908908.0,https://anaconda.org/conda-forge/hypothesis,2022-06-23 09:04:12.381,5803022.0,1.0,,,,,,,,,,,,,,,,
24,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2022-06-19 10:28:07.000,2022-06-12 08:11:46,4307.0,57.0,1282.0,495.0,530.0,1267.0,20687.0,2022-04-16 07:01:10,3.2.5,28.0,155.0,36,False,glances,conda-forge/glances,,228.0,464.0,464.0,https://pypi.org/project/glances,298594.0,300710.0,https://anaconda.org/conda-forge/glances,2022-05-26 17:35:10.923,158075.0,1.0,787.0,,,,,,,,,,,,,,,
25,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2022-06-17 22:16:21.000,2022-05-13 10:31:54,8266.0,4.0,441.0,113.0,556.0,1258.0,5163.0,,,20.0,150.0,36,False,jedi,conda-forge/jedi,,40.0,205906.0,205906.0,https://pypi.org/project/jedi,18037477.0,18180501.0,https://anaconda.org/conda-forge/jedi,2022-04-04 10:29:34.532,9725640.0,1.0,,,,,,,,,,,,,,,,
26,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-06-23 11:08:17.000,2022-06-15 08:03:59,22860.0,177.0,1433.0,204.0,5096.0,768.0,4847.0,2022-03-06 14:14:09,3.5.0,54.0,817.0,36,True,buildbot,conda-forge/buildbot,,642.0,287.0,287.0,https://pypi.org/project/buildbot,78988.0,81154.0,https://anaconda.org/conda-forge/buildbot,2022-03-07 17:00:43.605,56143.0,1.0,27314.0,,,,,,,,,,,,,,,
27,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2022-06-22 14:31:49.000,2022-06-14 14:48:46,1295.0,16.0,601.0,122.0,416.0,566.0,4618.0,2017-10-25 15:35:12,1.7.1,8.0,131.0,36,True,pycodestyle,conda-forge/pycodestyle,,92.0,225401.0,225401.0,https://pypi.org/project/pycodestyle,25687197.0,25749129.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620,4459157.0,1.0,,,,,,,,,,,,,,,,
28,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-06-17 14:14:33.000,2022-06-17 14:14:33,1264.0,25.0,431.0,59.0,319.0,417.0,4248.0,2022-03-04 07:36:57,1.7.4,11.0,152.0,36,True,bandit,conda-forge/bandit,,146.0,13989.0,13989.0,https://pypi.org/project/bandit,2560253.0,2564202.0,https://anaconda.org/conda-forge/bandit,2022-04-16 19:08:19.798,145888.0,1.0,325.0,,,,,,,,,,,,,,,
29,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,,2014-09-13 17:06:24.000,2022-06-14 00:18:38.000,2022-06-14 00:18:37,2226.0,24.0,202.0,30.0,221.0,1360.0,2111.0,,,26.0,161.0,36,False,flake8,conda-forge/flake8,,24.0,265253.0,265253.0,https://pypi.org/project/flake8,17345698.0,17405527.0,https://anaconda.org/conda-forge/flake8,2022-03-08 23:13:25.220,4307699.0,1.0,,,,,,,,,,,,,,,,
30,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-06-09 13:25:42.238,2022-06-01 10:49:13,1043.0,10.0,254.0,30.0,488.0,376.0,1283.0,2022-06-01 11:37:12,4.0.1,24.0,107.0,36,True,twine,conda-forge/twine,,37.0,65804.0,65804.0,https://pypi.org/project/twine,3308104.0,3315067.0,https://anaconda.org/conda-forge/twine,2022-06-09 13:25:42.238,487417.0,1.0,,,,,,,,,,,,,,,,
31,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-04-21 19:11:05.000,2022-03-01 23:11:32,1205.0,,826.0,215.0,258.0,397.0,12623.0,,,24.0,136.0,35,True,yapf,conda-forge/yapf,,345.0,33558.0,33558.0,https://pypi.org/project/yapf,1875654.0,1890213.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1048251.0,2.0,,,,,,,,,,,,,,,,
32,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-06-22 20:56:48.000,2022-06-22 20:56:46,5123.0,349.0,457.0,77.0,400.0,2909.0,8103.0,2022-06-20 08:18:42,1.1.255,100.0,78.0,35,True,,,,9.0,289.0,289.0,,,331612.0,,,,1.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,331612.0,,,,,,
33,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-04-20 13:28:05.000,2022-04-05 11:58:31,2743.0,1.0,264.0,67.0,197.0,341.0,4087.0,2021-10-24 07:01:21,1.6.0,19.0,53.0,35,True,autopep8,conda-forge/autopep8,,95.0,122591.0,122591.0,https://pypi.org/project/autopep8,3407488.0,3417590.0,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178,727396.0,2.0,,,,,,,,,,,,,,,,
34,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-06-23 13:59:18.000,2022-06-12 21:07:21,532.0,11.0,153.0,26.0,267.0,381.0,1142.0,,,12.0,82.0,35,True,pyflakes,conda-forge/pyflakes,,62.0,137497.0,137497.0,https://pypi.org/project/pyflakes,17972749.0,18032208.0,https://anaconda.org/conda-forge/pyflakes,2021-10-07 19:30:05.408,4281094.0,1.0,,,,,,,,,,,,,,,,
35,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-06-23 12:06:25.000,2022-06-21 09:14:31,8404.0,86.0,1676.0,232.0,1973.0,4278.0,9254.0,2022-05-17 18:40:31,5.1,38.0,433.0,34,True,pyinstaller,conda-forge/pyinstaller,,266.0,,,https://pypi.org/project/pyinstaller,835334.0,846802.0,https://anaconda.org/conda-forge/pyinstaller,2022-05-21 21:16:21.534,321773.0,1.0,728361.0,,,,,,,,,,,,,,,
36,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-06-23 13:20:38.000,2022-06-23 13:12:06,7485.0,1005.0,839.0,71.0,2741.0,3553.0,4053.0,2022-06-18 08:32:52,2.14.3,48.0,461.0,34,True,pylint,conda-forge/pylint,,713.0,,,https://pypi.org/project/pylint,11579936.0,11621168.0,https://anaconda.org/conda-forge/pylint,2022-06-18 17:37:28.068,2886277.0,2.0,,,,,,,,,,,,,,,,
37,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-06-23 08:59:16.000,2022-06-23 08:59:14,2067.0,38.0,328.0,25.0,1424.0,924.0,1922.0,2022-03-11 19:01:02,0.16.1,53.0,169.0,34,True,wemake-python-styleguide,,,86.0,1625.0,1625.0,https://pypi.org/project/wemake-python-styleguide,185758.0,185758.0,,,,2.0,,,,,,,,,,,,,,,,
38,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-06-19 11:51:49.000,2022-05-30 22:32:30,482.0,15.0,103.0,33.0,176.0,106.0,1388.0,2022-01-28 11:41:08,3.7.0,33.0,55.0,34,True,pytest-mock,conda-forge/pytest-mock,['pytest'],13.0,27674.0,27674.0,https://pypi.org/project/pytest-mock,6535542.0,6557220.0,https://anaconda.org/conda-forge/pytest-mock,2022-04-22 11:27:41.799,1539175.0,1.0,,,,,,,,,,,,,,,,
39,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-06-17 22:06:31.000,2022-02-02 17:53:26,870.0,,170.0,33.0,213.0,212.0,1258.0,,,18.0,74.0,34,True,pytest-cov,conda-forge/pytest-cov,['pytest'],115.0,132236.0,132236.0,https://pypi.org/project/pytest-cov,15366641.0,15440391.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,5531284.0,1.0,,,,,,,,,,,,,,,,
40,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2022-06-19 10:07:59.000,2022-06-17 22:48:13,556.0,16.0,178.0,28.0,319.0,188.0,399.0,2021-11-18 00:41:06,21.3,15.0,78.0,34,False,packaging,conda-forge/packaging,,56.0,390202.0,390202.0,https://pypi.org/project/packaging,108434507.0,108662906.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,16443938.0,1.0,388.0,,,,,,,,,,,,,,,
41,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-06-23 09:51:50.000,2022-06-23 06:52:23,9425.0,371.0,390.0,120.0,236.0,1181.0,6972.0,,,113.0,117.0,33,True,nuitka,conda-forge/nuitka,,187.0,568.0,568.0,https://pypi.org/project/nuitka,44774.0,49499.0,https://anaconda.org/conda-forge/nuitka,2022-06-12 06:45:51.283,349669.0,2.0,,,,,,,,,,,,,,,,
42,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,,2012-10-15 22:08:03.000,2022-06-23 12:41:53.000,2022-06-23 11:35:51,15947.0,69.0,1133.0,193.0,3088.0,7309.0,4718.0,2022-05-19 16:57:03,4.13.0,100.0,387.0,33,False,conda,conda-forge/conda,,1147.0,,,https://pypi.org/project/conda,108774.0,514544.0,https://anaconda.org/conda-forge/conda,2022-05-31 19:06:17.033,28403918.0,2.0,,,,,,,,,,,,,,,,
43,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-06-23 07:56:16.000,2022-06-22 16:57:16,556.0,31.0,106.0,17.0,60.0,71.0,1279.0,,,12.0,76.0,33,True,tabulate,conda-forge/tabulate,,52.0,77649.0,77649.0,https://pypi.org/project/tabulate,37997655.0,38031760.0,https://anaconda.org/conda-forge/tabulate,2022-06-22 12:29:14.585,2489687.0,2.0,,,,,,,,,,,,,,,,
44,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-05-20 13:08:50.000,2022-02-06 17:21:56,216.0,,176.0,24.0,64.0,47.0,1276.0,2021-07-27 23:08:24,2.0.2,6.0,50.0,33,True,python-json-logger,conda-forge/python-json-logger,,31.0,26383.0,26383.0,https://pypi.org/project/python-json-logger,7300883.0,7321427.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1273762.0,2.0,,,,,,,,,,,,,,,,
45,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-06-08 15:08:54.000,2022-01-05 13:41:29,905.0,,98.0,21.0,64.0,189.0,770.0,2022-01-05 13:43:27,4.0.0,41.0,40.0,33,True,progressbar2,conda-forge/progressbar2,,14.0,18842.0,18842.0,https://pypi.org/project/progressbar2,11448108.0,11455357.0,https://anaconda.org/conda-forge/progressbar2,2022-02-01 19:09:44.843,491072.0,2.0,1677.0,,,,,,,,,,,,,,,
