,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,open_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2022-07-13 22:50:58.000,2022-07-13 22:50:58,5789.0,21.0,1209.0,233.0,569.0,1333.0,8525.0,,,33.0,180.0,42,True,psutil,conda-forge/psutil,,211.0,182480.0,182480.0,https://pypi.org/project/psutil,54848619.0,55024003.0,https://anaconda.org/conda-forge/psutil,2022-05-20 23:41:36.748,13153803.0,1.0,,,,,,,,,,,,,,,,
11,sphinx,sphinx-doc/sphinx,documentation,Main repository for the Sphinx documentation builder.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2022-07-14 09:34:24.000,2022-07-14 09:34:12,19475.0,422.0,1609.0,138.0,4581.0,5111.0,4721.0,2022-06-16 18:11:01,5.0.0,82.0,740.0,42,False,sphinx,conda-forge/sphinx,['sphinx'],952.0,210436.0,210436.0,https://pypi.org/project/sphinx,12207920.0,12286502.0,https://anaconda.org/conda-forge/sphinx,2022-06-17 07:52:19.904,5579358.0,1.0,,,,,,,,,,,,,,,,
12,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-07-12 03:43:58.000,2022-04-04 01:25:49,1924.0,,1102.0,203.0,477.0,553.0,22423.0,2022-04-04 17:56:45,4.64.0,102.0,112.0,41,True,tqdm,conda-forge/tqdm,,282.0,304043.0,304043.0,https://pypi.org/project/tqdm,44311801.0,44485483.0,https://anaconda.org/conda-forge/tqdm,2022-04-04 05:55:15.707,12665969.0,1.0,9289.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-07-09 01:48:20.812610,2.0,4033.0,,,,,,,,,,
13,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,,2012-12-07 13:30:23.000,2022-07-14 14:07:10.000,2022-07-13 20:30:23,10325.0,140.0,2140.0,218.0,5186.0,5757.0,13414.0,,,39.0,579.0,41,False,mypy,conda-forge/mypy,,2107.0,81547.0,81547.0,https://pypi.org/project/mypy,13622894.0,13658122.0,https://anaconda.org/conda-forge/mypy,2022-06-07 00:24:49.112,1972803.0,1.0,,,,,,,,,,,,,,,,
14,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-07-14 12:08:02.000,2022-07-14 09:43:08,4404.0,205.0,2268.0,97.0,1942.0,1451.0,10322.0,2022-07-04 11:29:51,8.3.9,119.0,159.0,41,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],8.0,14991.0,14991.0,https://pypi.org/project/mkdocs-material,1099346.0,1102538.0,https://anaconda.org/conda-forge/mkdocs-material,2022-07-04 17:42:43.758,121328.0,1.0,,,,,,,,,,,,,,,,
15,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-07-14 13:57:37.000,2022-07-13 21:27:06,13585.0,134.0,1947.0,474.0,567.0,3645.0,7108.0,2022-05-16 07:55:33,5.0.1,58.0,164.0,41,True,robotframework,conda-forge/robotframework,,193.0,5561.0,5561.0,https://pypi.org/project/robotframework,1210476.0,1212050.0,https://anaconda.org/conda-forge/robotframework,2022-05-17 12:50:09.371,84742.0,1.0,539.0,,,,,,,,,,,,,,,
16,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-07-12 21:49:33.000,2022-07-11 22:01:24,2249.0,43.0,548.0,76.0,919.0,1493.0,8464.0,2022-07-11 00:58:54,2.20.0,85.0,140.0,40,True,pre-commit,conda-forge/pre-commit,,15.0,54403.0,54403.0,https://pypi.org/project/pre-commit,5807609.0,5851883.0,https://anaconda.org/conda-forge/pre-commit,2022-07-11 12:30:44.086,1498832.0,1.0,84190.0,,,,,,,,,,,,,,,
17,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-06-08 16:02:26.000,2022-05-17 22:22:08,1647.0,2.0,1967.0,230.0,1017.0,1569.0,14496.0,2022-03-26 19:55:09,1.3.0,23.0,217.0,39,True,mkdocs,conda-forge/mkdocs,['mkdocs'],122.0,23042.0,23042.0,https://pypi.org/project/mkdocs,920118.0,922618.0,https://anaconda.org/conda-forge/mkdocs,2022-03-31 16:37:37.228,187518.0,1.0,,,,,,,,,,,,,,,,
18,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-07-11 18:22:39.000,2022-07-11 18:22:38,2096.0,22.0,406.0,40.0,1027.0,1293.0,2870.0,2022-06-29 23:25:56,3.25.1,57.0,262.0,39,True,tox,conda-forge/tox,['pytest'],59.0,60379.0,60379.0,https://pypi.org/project/tox,4929447.0,4937807.0,https://anaconda.org/conda-forge/tox,2022-06-30 13:54:22.394,484933.0,1.0,,,,,,,,,,,,,,,,
19,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-07-03 04:43:41.000,2022-05-20 06:58:02,3909.0,22.0,454.0,39.0,849.0,1017.0,5006.0,2021-11-09 05:43:22,5.10.1,98.0,262.0,38,True,isort,conda-forge/isort,,82.0,254870.0,254870.0,https://pypi.org/project/isort,20388748.0,20434984.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3328995.0,2.0,,,,,,,,,,,,,,,,
20,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-07-14 14:10:44.000,2022-07-13 12:58:46,1434.0,43.0,282.0,54.0,828.0,529.0,1274.0,2022-07-13 12:58:30,1.7.1,100.0,133.0,38,True,sentry-sdk,conda-forge/sentry-sdk,,130.0,22352.0,22352.0,https://pypi.org/project/sentry-sdk,15742563.0,15747127.0,https://anaconda.org/conda-forge/sentry-sdk,2022-07-13 18:04:04.183,196081.0,1.0,4538.0,,,,,,,,,,,,,,,
21,poetry,python-poetry/poetry,dependency-managers,Python dependency management and packaging made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-07-14 11:52:02.000,2022-07-14 05:30:47,2411.0,307.0,1644.0,173.0,1784.0,3029.0,20503.0,2022-07-08 14:34:30,1.1.14,100.0,373.0,37,True,poetry,conda-forge/poetry,,922.0,,,https://pypi.org/project/poetry,7189602.0,7449604.0,https://anaconda.org/conda-forge/poetry,2022-07-13 15:37:10.192,508749.0,1.0,12918914.0,,,,,,,,,,,,,,,
22,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-07-08 17:47:20.000,2022-07-08 17:43:27,648.0,57.0,523.0,119.0,69.0,558.0,12276.0,2022-01-29 13:50:01,0.6.0,18.0,38.0,37,True,loguru,conda-forge/loguru,,55.0,20811.0,20811.0,https://pypi.org/project/loguru,3370465.0,3384023.0,https://anaconda.org/conda-forge/loguru,2022-04-08 18:48:43.959,555897.0,2.0,,,,,,,,,,,,,,,,
23,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,,2013-03-10 13:51:19.000,2022-07-11 16:30:09.000,2022-07-11 16:30:03,12284.0,405.0,491.0,67.0,2117.0,1236.0,6076.0,2022-07-09 16:56:50,hypothesis-python-6.50.1,607.0,283.0,37,False,hypothesis,conda-forge/hypothesis,,43.0,13329.0,13329.0,https://pypi.org/project/hypothesis,3089969.0,3172313.0,https://anaconda.org/conda-forge/hypothesis,2022-07-09 19:37:55.469,5928797.0,1.0,,,,,,,,,,,,,,,,
24,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2022-07-14 08:34:04.000,2022-07-14 08:33:52,4337.0,70.0,1290.0,494.0,537.0,1277.0,20807.0,2022-04-16 07:01:10,3.2.5,28.0,158.0,36,False,glances,conda-forge/glances,,227.0,470.0,470.0,https://pypi.org/project/glances,156531.0,158661.0,https://anaconda.org/conda-forge/glances,2022-05-26 17:35:10.923,161231.0,1.0,787.0,,,,,,,,,,,,,,,
25,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-07-13 23:54:55.000,2022-07-13 23:54:48,5186.0,327.0,463.0,76.0,409.0,2978.0,8188.0,2022-07-13 16:01:04,1.1.260,100.0,78.0,36,True,,,,8.0,307.0,307.0,,,436544.0,,,,1.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,436544.0,,,,,,,
26,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-07-14 11:01:05.000,2022-07-13 18:07:40,1281.0,31.0,441.0,58.0,337.0,430.0,4307.0,2022-03-04 07:36:57,1.7.4,11.0,158.0,36,True,bandit,conda-forge/bandit,,137.0,15093.0,15093.0,https://pypi.org/project/bandit,2537558.0,2541539.0,https://anaconda.org/conda-forge/bandit,2022-04-16 19:08:19.798,151037.0,1.0,355.0,,,,,,,,,,,,,,,
27,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,,2014-09-13 17:06:24.000,2022-07-13 20:47:36.000,2022-07-13 20:47:36,2236.0,26.0,208.0,30.0,226.0,1365.0,2146.0,,,26.0,162.0,36,False,flake8,conda-forge/flake8,,24.0,270959.0,270959.0,https://pypi.org/project/flake8,15717209.0,15777631.0,https://anaconda.org/conda-forge/flake8,2022-03-08 23:13:25.220,4410848.0,1.0,,,,,,,,,,,,,,,,
28,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2022-07-03 01:42:47.000,2022-05-13 10:31:54,8266.0,1.0,443.0,113.0,556.0,1261.0,5183.0,,,20.0,150.0,35,False,jedi,conda-forge/jedi,,42.0,210110.0,210110.0,https://pypi.org/project/jedi,16470748.0,16617156.0,https://anaconda.org/conda-forge/jedi,2022-04-04 10:29:34.532,10102169.0,1.0,,,,,,,,,,,,,,,,
29,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-07-12 21:07:40.000,2022-07-01 20:57:38,22870.0,187.0,1440.0,203.0,5103.0,769.0,4861.0,2022-03-06 14:14:09,3.5.0,54.0,817.0,35,True,buildbot,conda-forge/buildbot,,644.0,287.0,287.0,https://pypi.org/project/buildbot,57109.0,59273.0,https://anaconda.org/conda-forge/buildbot,2022-03-07 17:00:43.605,57973.0,1.0,27440.0,,,,,,,,,,,,,,,
30,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2022-07-11 23:30:28.000,2022-07-11 23:30:24,1299.0,18.0,605.0,122.0,418.0,567.0,4639.0,2017-10-25 15:35:12,1.7.1,8.0,131.0,35,True,pycodestyle,conda-forge/pycodestyle,,92.0,231356.0,231356.0,https://pypi.org/project/pycodestyle,23504334.0,23566861.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620,4564538.0,1.0,,,,,,,,,,,,,,,,
31,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-04-20 13:28:05.000,2022-04-05 11:58:31,2743.0,,263.0,67.0,197.0,341.0,4100.0,2021-10-24 07:01:21,1.6.0,19.0,53.0,35,True,autopep8,conda-forge/autopep8,,96.0,125338.0,125338.0,https://pypi.org/project/autopep8,3555578.0,3565848.0,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178,749781.0,2.0,,,,,,,,,,,,,,,,
32,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-07-14 06:39:25.000,2022-07-14 06:39:23,2082.0,43.0,331.0,26.0,1435.0,927.0,1948.0,2022-03-11 19:01:02,0.16.1,53.0,170.0,35,True,wemake-python-styleguide,,,89.0,2366.0,2366.0,https://pypi.org/project/wemake-python-styleguide,153557.0,153557.0,,,,1.0,,,,,,,,,,,,,,,,
33,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-07-13 13:26:51.000,2022-07-13 13:26:51,231.0,13.0,177.0,24.0,66.0,48.0,1303.0,2022-07-11 14:01:05,2.0.4,7.0,54.0,35,True,python-json-logger,conda-forge/python-json-logger,,31.0,26929.0,26929.0,https://pypi.org/project/python-json-logger,5914824.0,5935721.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1316528.0,2.0,,,,,,,,,,2.0,,,,,,
34,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-07-14 06:21:57.000,2022-07-08 12:15:56,533.0,12.0,155.0,26.0,269.0,405.0,1149.0,,,12.0,83.0,35,True,pyflakes,conda-forge/pyflakes,,42.0,141148.0,141148.0,https://pypi.org/project/pyflakes,16298583.0,16358612.0,https://anaconda.org/conda-forge/pyflakes,2021-10-07 19:30:05.408,4382138.0,1.0,,,,,,,,,,,,,,,,
35,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-04-21 19:11:05.000,2022-03-01 23:11:32,1205.0,,830.0,215.0,258.0,397.0,12661.0,,,24.0,136.0,34,True,yapf,conda-forge/yapf,,350.0,34206.0,34206.0,https://pypi.org/project/yapf,1922974.0,1937614.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1068744.0,3.0,,,,,,,,,,,,,,,,
36,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-07-14 14:06:28.000,2022-07-14 13:31:40,8418.0,92.0,1681.0,232.0,1986.0,4296.0,9316.0,2022-07-08 23:43:57,5.2,39.0,434.0,34,True,pyinstaller,conda-forge/pyinstaller,,263.0,,,https://pypi.org/project/pyinstaller,815225.0,826658.0,https://anaconda.org/conda-forge/pyinstaller,2022-05-21 21:16:21.534,328101.0,1.0,729035.0,,,,,,,,,,,,,,,
37,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-07-14 13:09:41.000,2022-07-14 08:14:44,9597.0,492.0,396.0,122.0,243.0,1207.0,7080.0,,,117.0,120.0,34,True,nuitka,conda-forge/nuitka,,197.0,591.0,591.0,https://pypi.org/project/nuitka,66145.0,70943.0,https://anaconda.org/conda-forge/nuitka,2022-07-08 05:54:11.589,359856.0,1.0,,,,,,,,,,,,,,,,
38,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-07-11 22:56:17.000,2022-07-11 22:56:15,500.0,26.0,107.0,33.0,185.0,108.0,1402.0,2022-07-05 12:51:54,3.8.2,35.0,58.0,34,True,pytest-mock,conda-forge/pytest-mock,['pytest'],13.0,28320.0,28320.0,https://pypi.org/project/pytest-mock,6975678.0,6997548.0,https://anaconda.org/conda-forge/pytest-mock,2022-07-05 19:10:32.213,1574698.0,1.0,,,,,,,,,,,,,,,,
39,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-06-09 13:25:42.238,2022-06-01 10:49:13,1043.0,6.0,255.0,30.0,488.0,378.0,1293.0,2022-06-01 11:37:12,4.0.1,24.0,107.0,34,True,twine,conda-forge/twine,,38.0,67037.0,67037.0,https://pypi.org/project/twine,3016468.0,3023561.0,https://anaconda.org/conda-forge/twine,2022-06-09 13:25:42.238,503626.0,2.0,,,,,,,,,,,,,,,,
40,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-06-26 20:37:24.000,2022-02-02 17:53:26,870.0,,171.0,33.0,214.0,212.0,1271.0,,,18.0,74.0,34,True,pytest-cov,conda-forge/pytest-cov,['pytest'],117.0,135188.0,135188.0,https://pypi.org/project/pytest-cov,14067367.0,14142261.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,5691961.0,1.0,,,,,,,,,,,,,,,,
41,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2022-07-11 15:25:04.000,2022-07-08 19:58:21,558.0,14.0,180.0,28.0,322.0,192.0,406.0,2021-11-18 00:41:06,21.3,15.0,78.0,34,False,packaging,conda-forge/packaging,,57.0,402733.0,402733.0,https://pypi.org/project/packaging,116036818.0,116272845.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,17229147.0,1.0,413.0,,,,,,,,,,,,,,,
42,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,,2012-10-15 22:08:03.000,2022-07-14 13:05:37.000,2022-07-07 20:16:53,15962.0,67.0,1147.0,194.0,3113.0,7331.0,4757.0,2022-05-19 16:57:03,4.13.0,100.0,388.0,33,False,conda,conda-forge/conda,,1148.0,,,https://pypi.org/project/conda,159226.0,568042.0,https://anaconda.org/conda-forge/conda,2022-05-31 19:06:17.033,29026001.0,2.0,,,,,,,,,,,,,,,,
43,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-07-14 11:58:40.000,2022-07-14 09:54:31,7621.0,784.0,849.0,71.0,2875.0,3720.0,4089.0,2022-06-29 13:47:56,2.14.4,49.0,466.0,33,True,pylint,conda-forge/pylint,,587.0,,,https://pypi.org/project/pylint,11795380.0,11837047.0,https://anaconda.org/conda-forge/pylint,2022-06-29 17:59:12.855,2958359.0,2.0,,,,,,,,,,,,,,,,
44,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-07-01 13:12:01.000,2022-06-22 16:57:16,556.0,31.0,106.0,17.0,61.0,71.0,1310.0,,,12.0,76.0,33,True,tabulate,conda-forge/tabulate,,55.0,79628.0,79628.0,https://pypi.org/project/tabulate,37178241.0,37213746.0,https://anaconda.org/conda-forge/tabulate,2022-06-22 12:29:14.585,2627434.0,2.0,,,,,,,,,,,,,,,,
45,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-07-14 13:29:59.000,2022-07-14 13:29:59,2877.0,59.0,2455.0,383.0,826.0,1455.0,27988.0,2022-06-30 13:07:06,2.3.2,58.0,372.0,32,True,pyenv,,,29.0,,,https://pypi.org/project/pyenv,7461.0,7461.0,,,,2.0,,,,,,,,,,,,,,,,
46,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-06-28 09:59:45.000,2021-09-14 17:41:07,402.0,,889.0,173.0,139.0,210.0,6873.0,,,11.0,51.0,32,True,pyautogui,conda-forge/pyautogui,,360.0,15757.0,15757.0,https://pypi.org/project/pyautogui,461512.0,464293.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687,155775.0,2.0,,,,,,,,,,,,,,,,
47,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-07-13 23:38:05.000,2022-07-13 16:49:16,539.0,39.0,583.0,107.0,590.0,697.0,6596.0,2022-06-30 23:51:11,1.23.0,54.0,24.0,32,True,playwright,,,44.0,1442.0,1442.0,https://pypi.org/project/playwright,325618.0,325618.0,,,,2.0,,,,,,,,,,,,,,,,
48,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-07-13 21:38:12.000,2022-07-13 21:36:31,11955.0,676.0,363.0,103.0,302.0,223.0,5972.0,2022-04-20 04:09:58,0.9.11,10.0,204.0,32,True,pyre-check,,,85.0,,,https://pypi.org/project/pyre-check,75400.0,75400.0,,,,2.0,,,,,,,,,,,,,,,,
49,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-07-11 19:10:26.000,2022-07-06 02:24:21,557.0,25.0,877.0,156.0,1127.0,1156.0,4196.0,2022-06-25 19:07:26,20.15.0,40.0,76.0,32,True,virtualenv,conda-forge/virtualenv,,74.0,,,https://pypi.org/project/virtualenv,28767607.0,28801748.0,https://anaconda.org/conda-forge/virtualenv,2022-06-29 11:25:08.233,2185025.0,2.0,,,,,,,,,,,,,,,,
50,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-06-14 23:29:50.000,2022-06-07 20:06:03,3558.0,4.0,312.0,94.0,215.0,375.0,3638.0,,,18.0,57.0,32,True,invoke,conda-forge/invoke,,273.0,12498.0,12498.0,https://pypi.org/project/invoke,3138869.0,3147727.0,https://anaconda.org/conda-forge/invoke,2022-05-11 20:17:05.673,664414.0,2.0,,,,,,,,,,,,,,,,
51,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,,2017-08-26 04:11:53.000,2022-07-14 11:33:56.000,2022-07-14 11:33:55,3468.0,73.0,181.0,40.0,30.0,735.0,1556.0,2022-06-28 02:02:48,7.5.1,100.0,22.0,32,False,pyarmor,,,23.0,463.0,463.0,https://pypi.org/project/pyarmor,542254.0,542254.0,,,,2.0,,,,,,,,,,2.0,,,,,,
52,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-07-14 13:37:30.000,2022-07-08 17:19:12,8117.0,260.0,258.0,57.0,869.0,2691.0,1468.0,2022-02-15 17:54:05,4.3.0,14.0,141.0,32,True,scons,conda-forge/scons,,623.0,,,https://pypi.org/project/scons,196476.0,201284.0,https://anaconda.org/conda-forge/scons,2021-11-17 22:33:26.201,307131.0,2.0,436.0,,,,,,,,,,,,,,,
53,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-06-29 06:17:38.000,2022-04-05 09:33:19,724.0,,169.0,22.0,302.0,209.0,918.0,2021-05-17 20:36:28,6.1.1,13.0,81.0,32,True,pydocstyle,conda-forge/pydocstyle,,88.0,28709.0,28709.0,https://pypi.org/project/pydocstyle,2249722.0,2260299.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,761546.0,2.0,56.0,,,,,,,,,,,,,,,
54,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-06-08 15:08:54.000,2022-01-05 13:41:29,905.0,,98.0,21.0,64.0,189.0,773.0,2022-01-05 13:43:27,4.0.0,41.0,40.0,32,True,progressbar2,conda-forge/progressbar2,,14.0,19429.0,19429.0,https://pypi.org/project/progressbar2,12691145.0,12698572.0,https://anaconda.org/conda-forge/progressbar2,2022-02-01 19:09:44.843,510551.0,2.0,1678.0,,,,,,,,,,,,,,,
