,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,open_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2022-05-31 10:34:16.000,2022-05-25 13:34:10,5780.0,21.0,1205.0,232.0,565.0,1331.0,8420.0,,,33.0,178.0,42,True,psutil,conda-forge/psutil,,204.0,168667.0,168667.0,https://pypi.org/project/psutil,55440358.0,55603401.0,https://anaconda.org/conda-forge/psutil,2022-05-20 23:41:36.748,12065210.0,1.0,,,,,,,,,,,,,,,,
11,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-05-29 03:08:21.000,2022-04-04 01:25:49,1924.0,18.0,1085.0,203.0,468.0,548.0,22123.0,2022-04-04 17:56:45,4.64.0,102.0,112.0,41,True,tqdm,conda-forge/tqdm,,282.0,289588.0,289588.0,https://pypi.org/project/tqdm,40780638.0,40944795.0,https://anaconda.org/conda-forge/tqdm,2022-04-04 05:55:15.707,11806907.0,1.0,8965.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-05-21 01:57:44.948601,2.0,4026.0,,,,,,,,,
12,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-05-23 07:47:45.000,2022-05-17 22:22:08,1647.0,19.0,1939.0,228.0,1015.0,1559.0,14271.0,2022-03-26 19:55:09,1.3.0,23.0,217.0,41,True,mkdocs,conda-forge/mkdocs,['mkdocs'],118.0,21769.0,21769.0,https://pypi.org/project/mkdocs,900358.0,902758.0,https://anaconda.org/conda-forge/mkdocs,2022-03-31 16:37:37.228,177602.0,1.0,,,,,,,,,,,,,,,,
13,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,,2012-12-07 13:30:23.000,2022-06-02 01:37:37.000,2022-06-01 11:48:17,10291.0,191.0,2117.0,214.0,5146.0,5658.0,13187.0,,,38.0,569.0,41,False,mypy,conda-forge/mypy,,2055.0,75696.0,75696.0,https://pypi.org/project/mypy,15557229.0,15590784.0,https://anaconda.org/conda-forge/mypy,2022-05-25 16:00:33.427,1845530.0,1.0,,,,,,,,,,,,,,,,
14,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-06-01 15:24:31.000,2022-06-01 15:23:18,4292.0,191.0,2185.0,96.0,1886.0,1398.0,9863.0,2022-05-28 15:45:37,8.2.16,109.0,155.0,41,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],8.0,13877.0,13877.0,https://pypi.org/project/mkdocs-material,937423.0,940042.0,https://anaconda.org/conda-forge/mkdocs-material,2022-05-29 12:15:20.395,96914.0,1.0,,,,,,,,,,,,,,,,
15,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-06-02 14:36:51.000,2022-06-02 14:12:41,13497.0,134.0,1940.0,471.0,558.0,3611.0,7008.0,2022-05-16 07:55:33,5.0.1,58.0,162.0,41,True,robotframework,conda-forge/robotframework,,185.0,5418.0,5418.0,https://pypi.org/project/robotframework,1141084.0,1142582.0,https://anaconda.org/conda-forge/robotframework,2022-05-17 12:50:09.371,79133.0,1.0,539.0,,,,,,,,,,,,,,,
16,sphinx,sphinx-doc/sphinx,documentation,Main repository for the Sphinx documentation builder.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2022-06-01 17:57:04.000,2022-06-01 17:06:59,19283.0,380.0,1589.0,137.0,4501.0,5066.0,4638.0,2022-05-08 15:56:31,5.0.0b1,80.0,734.0,41,False,sphinx,conda-forge/sphinx,['sphinx'],916.0,203102.0,203102.0,https://pypi.org/project/sphinx,6101608.0,6177356.0,https://anaconda.org/conda-forge/sphinx,2022-05-30 10:00:23.101,5302369.0,1.0,,,,,,,,,,,,,,,,
17,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-05-31 22:31:42.000,2022-05-30 21:09:06,2232.0,71.0,537.0,77.0,908.0,1454.0,8201.0,2022-05-05 13:57:04,2.19.0,84.0,138.0,40,True,pre-commit,conda-forge/pre-commit,,16.0,50492.0,50492.0,https://pypi.org/project/pre-commit,5416025.0,5456540.0,https://anaconda.org/conda-forge/pre-commit,2022-05-05 15:59:45.040,1338536.0,1.0,65396.0,,,,,,,,,,,,,,,
18,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-05-27 17:57:18.000,2022-05-20 06:58:02,3909.0,26.0,453.0,39.0,846.0,1013.0,4893.0,2021-11-09 05:43:22,5.10.1,98.0,261.0,38,True,isort,conda-forge/isort,,77.0,245706.0,245706.0,https://pypi.org/project/isort,23296674.0,23341002.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3147314.0,2.0,,,,,,,,,,,,,,,,
19,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-06-02 00:29:08.000,2022-05-24 06:20:24,2078.0,13.0,403.0,40.0,1015.0,1289.0,2804.0,2022-03-03 22:35:29,4.0.0b1,56.0,259.0,38,True,tox,conda-forge/tox,['pytest'],53.0,58681.0,58681.0,https://pypi.org/project/tox,5181473.0,5189459.0,https://anaconda.org/conda-forge/tox,2022-04-11 14:06:18.755,455214.0,1.0,,,,,,,,,,,,,,,,
20,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-06-02 08:11:35.000,2022-06-02 08:11:35,1417.0,51.0,280.0,49.0,806.0,521.0,1241.0,2022-05-10 15:03:44,1.5.12,100.0,132.0,38,True,sentry-sdk,conda-forge/sentry-sdk,,120.0,21175.0,21175.0,https://pypi.org/project/sentry-sdk,20595591.0,20599652.0,https://anaconda.org/conda-forge/sentry-sdk,2022-05-10 18:24:34.709,169863.0,1.0,4680.0,,,,,,,,,,,,,,,
21,poetry,python-poetry/poetry,dependency-managers,Python dependency management and packaging made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-06-02 14:13:11.000,2022-06-02 01:52:18,2325.0,271.0,1605.0,175.0,1691.0,2818.0,19952.0,2022-02-10 21:33:54,1.1.13,100.0,359.0,37,True,poetry,conda-forge/poetry,,985.0,,,https://pypi.org/project/poetry,6626069.0,6875834.0,https://anaconda.org/conda-forge/poetry,2022-04-23 22:29:58.092,439766.0,1.0,12216448.0,,,,,,,,,,,,,,,
22,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-05-30 17:31:56.000,2022-05-28 16:25:42,613.0,27.0,518.0,115.0,64.0,547.0,11886.0,2022-01-29 13:50:01,0.6.0,18.0,36.0,37,True,loguru,conda-forge/loguru,,51.0,18416.0,18416.0,https://pypi.org/project/loguru,6010606.0,6022923.0,https://anaconda.org/conda-forge/loguru,2022-04-08 18:48:43.959,492692.0,2.0,,,,,,,,,,,,,,,,
23,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,,2013-03-10 13:51:19.000,2022-06-02 13:48:55.825,2022-06-02 03:53:55,12149.0,421.0,483.0,67.0,2093.0,1217.0,5943.0,2022-06-02 03:54:17,hypothesis-python-6.46.11,593.0,282.0,37,False,hypothesis,conda-forge/hypothesis,,47.0,12777.0,12777.0,https://pypi.org/project/hypothesis,2670732.0,2750301.0,https://anaconda.org/conda-forge/hypothesis,2022-06-02 13:48:55.825,5649418.0,1.0,,,,,,,,,,,,,,,,
24,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-06-02 00:04:34.000,2022-05-29 05:48:04,22844.0,260.0,1432.0,205.0,5079.0,767.0,4834.0,2022-03-06 14:14:09,3.5.0,54.0,816.0,37,True,buildbot,conda-forge/buildbot,,642.0,280.0,280.0,https://pypi.org/project/buildbot,58446.0,60549.0,https://anaconda.org/conda-forge/buildbot,2022-03-07 17:00:43.605,54105.0,1.0,27188.0,1.0,,,,,,,,,,,,,,
25,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2022-05-29 11:05:04.000,2022-05-29 11:02:21,4304.0,67.0,1278.0,494.0,529.0,1266.0,20571.0,2022-04-16 07:01:10,3.2.5,28.0,155.0,36,False,glances,conda-forge/glances,,225.0,454.0,454.0,https://pypi.org/project/glances,295322.0,297404.0,https://anaconda.org/conda-forge/glances,2022-05-26 17:35:10.923,155528.0,1.0,787.0,,,,,,,,,,,,,,,
26,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2022-05-13 10:31:54.000,2022-05-13 10:31:54,8266.0,4.0,445.0,113.0,555.0,1258.0,5159.0,,,20.0,150.0,36,False,jedi,conda-forge/jedi,,40.0,201272.0,201272.0,https://pypi.org/project/jedi,18511669.0,18648225.0,https://anaconda.org/conda-forge/jedi,2022-04-04 10:29:34.532,9285854.0,1.0,,,,,,,,,,,,,,,,
27,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2022-05-30 18:26:07.000,2022-05-09 22:19:36,1287.0,10.0,599.0,121.0,413.0,563.0,4604.0,2017-10-25 15:35:12,1.7.1,8.0,131.0,36,True,pycodestyle,conda-forge/pycodestyle,,93.0,219635.0,219635.0,https://pypi.org/project/pycodestyle,26000628.0,26061033.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620,4349220.0,1.0,,,,,,,,,,,,,,,,
28,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-05-26 08:30:08.000,2022-05-24 23:50:23,1262.0,34.0,426.0,60.0,317.0,417.0,4201.0,2022-03-04 07:36:57,1.7.4,11.0,151.0,36,True,bandit,conda-forge/bandit,,144.0,13351.0,13351.0,https://pypi.org/project/bandit,2534205.0,2537896.0,https://anaconda.org/conda-forge/bandit,2022-04-16 19:08:19.798,136363.0,1.0,301.0,,,,,,,,,,,,,,,
29,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,,2014-09-13 17:06:24.000,2022-05-30 22:30:08.000,2022-05-30 22:30:07,2222.0,31.0,201.0,30.0,219.0,1353.0,2063.0,,,26.0,161.0,36,False,flake8,conda-forge/flake8,,25.0,259247.0,259247.0,https://pypi.org/project/flake8,17863826.0,17922119.0,https://anaconda.org/conda-forge/flake8,2022-03-08 23:13:25.220,4197109.0,1.0,,,,,,,,,,,,,,,,
30,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-04-21 19:11:05.000,2022-03-01 23:11:32,1205.0,,825.0,214.0,258.0,396.0,12564.0,,,24.0,136.0,35,True,yapf,conda-forge/yapf,,343.0,32828.0,32828.0,https://pypi.org/project/yapf,1754089.0,1768336.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1025850.0,2.0,,,,,,,,,,,,,,,,
31,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-06-01 17:11:13.000,2022-06-01 17:11:08,5057.0,366.0,449.0,77.0,391.0,2852.0,8037.0,2022-06-01 06:13:21,1.1.251,100.0,77.0,35,True,,,,3.0,268.0,268.0,,,335169.0,,,,1.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,335169.0,,,,,,
32,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-04-20 13:28:05.000,2022-04-05 11:58:31,2743.0,7.0,266.0,67.0,197.0,341.0,4070.0,2021-10-24 07:01:21,1.6.0,19.0,53.0,35,True,autopep8,conda-forge/autopep8,,94.0,119733.0,119733.0,https://pypi.org/project/autopep8,2923883.0,2933645.0,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178,702882.0,2.0,,,,,,,,,,,,,,,,
33,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-06-02 13:12:05.377,2022-06-01 10:49:13,1043.0,13.0,252.0,30.0,487.0,374.0,1272.0,2022-06-01 11:37:12,4.0.1,24.0,107.0,35,True,twine,conda-forge/twine,,35.0,64412.0,64412.0,https://pypi.org/project/twine,2836902.0,2843581.0,https://anaconda.org/conda-forge/twine,2022-06-02 13:12:05.377,467552.0,2.0,,,,,,,,,,,,,,,,
34,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-05-30 21:16:18.000,2022-05-30 21:10:58,531.0,11.0,151.0,27.0,265.0,380.0,1136.0,,,12.0,82.0,35,True,pyflakes,conda-forge/pyflakes,,62.0,134059.0,134059.0,https://pypi.org/project/pyflakes,18521861.0,18579833.0,https://anaconda.org/conda-forge/pyflakes,2021-10-07 19:30:05.408,4173985.0,1.0,,1.0,,,,,,,,,,,,,,
35,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-06-01 18:57:36.000,2022-06-01 18:57:36,8390.0,94.0,1668.0,231.0,1952.0,4230.0,9201.0,2022-05-17 18:40:31,5.1,38.0,432.0,34,True,pyinstaller,conda-forge/pyinstaller,,299.0,,,https://pypi.org/project/pyinstaller,855113.0,866456.0,https://anaconda.org/conda-forge/pyinstaller,2022-05-21 21:16:21.534,313274.0,1.0,727780.0,,,,,,,,,,,,,,,
36,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-06-02 12:55:15.000,2022-06-02 12:21:02,7295.0,921.0,826.0,71.0,2597.0,3486.0,4011.0,2022-06-02 07:32:52,3.0.0-a5,45.0,454.0,34,True,pylint,conda-forge/pylint,,713.0,,,https://pypi.org/project/pylint,11246030.0,11286229.0,https://anaconda.org/conda-forge/pylint,2022-06-01 22:41:13.176,2813968.0,2.0,,,,,,,,,,,,,,,,
37,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-06-02 14:20:51.000,2022-06-01 06:27:51,2058.0,41.0,327.0,24.0,1413.0,924.0,1902.0,2022-03-11 19:01:02,0.16.1,53.0,169.0,34,True,wemake-python-styleguide,,,84.0,1387.0,1387.0,https://pypi.org/project/wemake-python-styleguide,144972.0,144972.0,,,,2.0,,,,,,,,,,,,,,,,
38,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-05-30 22:32:32.000,2022-05-30 22:32:30,482.0,20.0,102.0,33.0,175.0,104.0,1369.0,2022-01-28 11:41:08,3.7.0,33.0,55.0,34,True,pytest-mock,conda-forge/pytest-mock,['pytest'],14.0,26944.0,26944.0,https://pypi.org/project/pytest-mock,6255419.0,6276627.0,https://anaconda.org/conda-forge/pytest-mock,2022-04-22 11:27:41.799,1505801.0,1.0,,,,,,,,,,,,,,,,
39,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-05-27 11:01:53.000,2022-02-02 17:53:26,870.0,,170.0,33.0,212.0,211.0,1252.0,,,18.0,74.0,34,True,pytest-cov,conda-forge/pytest-cov,['pytest'],113.0,129254.0,129254.0,https://pypi.org/project/pytest-cov,15764198.0,15835496.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,5347357.0,1.0,,,,,,,,,,,,,,,,
40,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2022-05-29 09:07:12.000,2022-05-20 22:42:58,547.0,13.0,178.0,27.0,308.0,184.0,396.0,2021-11-18 00:41:06,21.3,15.0,78.0,34,False,packaging,conda-forge/packaging,,59.0,377354.0,377354.0,https://pypi.org/project/packaging,105025498.0,105242695.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,15637486.0,1.0,341.0,,,,,,,,,,,,,,,
41,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,,2012-10-15 22:08:03.000,2022-06-01 12:11:23.000,2022-05-31 19:18:52,15929.0,77.0,1122.0,193.0,3061.0,7102.0,4680.0,2022-05-19 16:57:03,4.13.0,100.0,384.0,33,False,conda,conda-forge/conda,,1325.0,,,https://pypi.org/project/conda,68313.0,463491.0,https://anaconda.org/conda-forge/conda,2022-05-31 19:06:17.033,27662498.0,2.0,,,,,,,,,,,,,,,,
42,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-05-11 20:17:05.673,2022-05-11 15:57:36,3555.0,29.0,312.0,94.0,214.0,374.0,3607.0,,,18.0,57.0,33,True,invoke,conda-forge/invoke,,273.0,11996.0,11996.0,https://pypi.org/project/invoke,2743652.0,2751718.0,https://anaconda.org/conda-forge/invoke,2022-05-11 20:17:05.673,596950.0,2.0,,,,,,,,,,,,,,,,
43,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-06-02 06:30:09.000,2022-06-01 21:16:49,2410.0,122.0,133.0,26.0,220.0,168.0,1332.0,,,15.0,69.0,33,True,rope,conda-forge/rope,,69.0,37025.0,37025.0,https://pypi.org/project/rope,650123.0,661563.0,https://anaconda.org/conda-forge/rope,2022-05-25 14:32:27.048,709338.0,1.0,,,,,,,,,,,,,,,,
44,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-05-20 13:08:50.000,2022-02-06 17:21:56,216.0,,176.0,23.0,64.0,47.0,1268.0,2021-07-27 23:08:24,2.0.2,6.0,50.0,33,True,python-json-logger,conda-forge/python-json-logger,,31.0,25803.0,25803.0,https://pypi.org/project/python-json-logger,8218797.0,8238638.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1230180.0,2.0,,,,,,,,,,,,,,,,
45,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-06-01 16:45:35.000,2022-06-01 16:45:35,2856.0,54.0,2418.0,381.0,816.0,1438.0,27479.0,2022-05-29 16:52:46,2.3.1,57.0,370.0,32,True,pyenv,,,31.0,,,https://pypi.org/project/pyenv,7492.0,7492.0,,,,2.0,,,,,,,,,,,,,,,,
